City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
461,Portland,US,45.5234,-122.6762,48.52,93,100,14.97,overcast clouds
462,Tilichiki,RU,60.4667,166.1,32.65,86,100,24.52,overcast clouds
463,Gamba,GA,-2.65,10.0,75.34,93,100,1.68,light rain
464,Seminole,US,28.7086,-81.2081,70.38,90,75,3.44,broken clouds
465,Yarmouth,US,41.7057,-70.2286,66.97,98,100,6.91,fog
466,Ambilobe,MG,-13.2,49.05,77.67,52,0,6.8,clear sky
467,Suez,EG,29.9737,32.5263,67.28,83,4,6.29,light rain
468,Save,BJ,8.0425,2.486,73.04,98,77,3.09,broken clouds
469,Champerico,GT,14.3,-91.9167,79.92,79,100,7.14,overcast clouds
470,Stykkisholmur,IS,65.0757,-22.7297,39.97,80,100,11.05,light rain
471,Camacha,PT,33.0833,-16.3333,67.42,88,20,13.8,few clouds
472,Kisangani,CD,0.5167,25.2,69.78,99,100,2.62,overcast clouds
473,Mbala,ZM,-8.8402,31.3659,67.28,48,98,4.14,overcast clouds
474,Razdolinsk,RU,58.4211,94.6658,32.4,60,18,8.79,few clouds
475,Morbegno,IT,46.1383,9.57,61.99,93,88,2.77,overcast clouds
476,Bowen,AU,-20.0167,148.2333,83.43,74,11,15.1,few clouds
477,Japura,ID,-0.3167,102.35,80.31,81,100,3.67,overcast clouds
478,Nara,JP,34.6851,135.8049,69.12,33,0,4.25,clear sky
479,Murgab,TM,37.4966,61.9714,53.47,87,75,0.0,mist
480,Bonthe,SL,7.5264,-12.505,77.29,88,79,2.28,broken clouds
481,Panama,PA,9.0,-80.0,77.79,97,100,1.81,overcast clouds
482,Waingapu,ID,-9.6567,120.2641,86.59,63,100,8.34,overcast clouds
483,Inirida,CO,3.8653,-67.9239,77.36,84,96,3.06,overcast clouds
484,Sal Rei,CV,16.1833,-22.9167,76.68,81,100,10.07,overcast clouds
485,Mao,ES,39.8885,4.2658,68.56,100,0,6.91,clear sky
486,Hualmay,PE,-11.0964,-77.6139,60.82,88,21,10.47,few clouds
487,Urumqi,CN,43.801,87.6005,45.55,49,0,2.24,clear sky
488,Nanortalik,GL,60.1432,-45.2371,33.3,73,15,1.36,few clouds
489,Neiafu,TO,-18.65,-173.9833,72.28,88,75,2.3,light intensity shower rain
490,Neuquen,AR,-38.9516,-68.0591,64.29,39,0,6.91,clear sky
491,Apartado,CO,7.883,-76.6259,74.37,96,99,5.23,overcast clouds
492,Bobon,PH,12.5246,124.5636,82.15,88,100,14.61,light rain
493,Bondo,CD,3.8146,23.6866,68.23,99,100,1.48,overcast clouds
494,Kontagora,NG,10.3999,5.4695,72.37,44,100,5.21,overcast clouds
495,Rantepao,ID,-2.9701,119.8978,81.9,68,63,2.04,broken clouds
496,Havoysund,NO,70.9963,24.6622,35.83,79,100,9.73,overcast clouds
497,Jedburgh,GB,55.48,-2.552,55.92,92,100,16.62,light rain
498,Methoni,GR,36.8197,21.7049,64.22,55,0,5.68,clear sky
499,Nantucket,US,41.2835,-70.0995,66.31,95,100,11.5,fog
500,Puksoozero,RU,62.5903,40.6066,26.58,96,73,5.39,broken clouds
501,Alekseyevsk,RU,57.8406,108.3492,37.71,46,27,11.63,scattered clouds
502,Chicama,PE,-7.8447,-79.1469,57.74,83,78,5.66,broken clouds
503,Lenoir City,US,35.7973,-84.256,62.11,94,92,8.21,overcast clouds
504,Manzil Salim,TN,35.8567,8.4765,63.0,24,58,3.13,broken clouds
505,Guanica,PR,17.9716,-66.908,79.05,93,100,6.91,very heavy rain
506,Asbe Teferi,ET,9.0833,40.8667,64.65,74,88,1.57,light rain
507,Ellsworth,US,44.5434,-68.4195,63.16,99,100,4.61,fog
508,Touros,BR,-5.1989,-35.4608,76.93,74,39,10.98,scattered clouds
509,Atbasar,KZ,51.8,68.3333,38.97,61,100,5.3,overcast clouds
510,Kattivakkam,IN,13.2167,80.3167,86.09,52,0,6.8,clear sky
511,Comodoro Rivadavia,AR,-45.8667,-67.5,60.66,51,0,6.91,clear sky
512,Siuna,NI,13.7332,-84.7773,72.16,96,100,1.01,overcast clouds
513,Thaba Nchu,ZA,-29.2093,26.839,57.61,69,98,4.72,overcast clouds
514,Parintins,BR,-2.6283,-56.7358,75.88,88,100,2.33,overcast clouds
515,Ishigaki,JP,24.3448,124.1572,80.73,54,20,14.97,few clouds
516,Belgrade,RS,44.804,20.4651,51.42,100,40,3.44,fog
517,Ilulissat,GL,69.2167,-51.1,28.42,86,100,3.44,overcast clouds
518,Rudnyy,KZ,52.9594,63.1206,32.23,99,100,15.19,snow
519,Taltal,CL,-25.4,-70.4833,58.26,79,0,4.34,clear sky
520,Corvallis,US,44.5646,-123.262,49.86,89,75,9.22,light rain
521,Khilok,RU,51.3674,110.4676,36.3,33,6,7.2,clear sky
522,Jundiai,BR,-23.1864,-46.8842,65.64,93,3,5.93,clear sky
523,Bethanien,NA,-26.502,17.1583,66.76,34,100,2.98,overcast clouds
524,Batemans Bay,AU,-35.7167,150.1833,70.11,52,58,2.53,broken clouds
525,Hovd,MN,48.0056,91.6419,31.08,39,100,2.59,overcast clouds
526,Listvyanskiy,RU,54.4399,83.4984,34.84,46,18,9.08,few clouds
527,Buta,CD,2.7858,24.73,68.58,99,100,1.59,light rain
528,Sheltozero,RU,61.3667,35.3667,33.98,79,98,12.68,overcast clouds
529,Seoul,KR,37.5683,126.9778,63.97,36,0,2.3,clear sky
530,Yarada,IN,17.65,83.2667,86.32,70,20,2.3,haze
531,Dom Pedrito,BR,-30.9828,-54.6731,60.17,79,44,9.82,scattered clouds
532,Venice,US,27.0998,-82.4543,73.99,93,3,1.01,clear sky
533,Kharp,RU,66.8014,65.8081,20.98,90,98,7.16,overcast clouds
534,Luena,AO,-11.7833,19.9167,61.02,88,43,4.16,scattered clouds
535,Lincoln,US,40.8,-96.667,47.55,64,2,1.99,clear sky
536,Roebourne,AU,-20.7833,117.1333,90.73,21,0,14.29,clear sky
537,Saint-Louis,SN,16.3333,-15.0,85.87,45,77,8.9,broken clouds
538,Novonukutskiy,RU,53.7002,102.7117,37.31,43,0,12.73,clear sky
539,Paamiut,GL,61.994,-49.6678,31.48,53,100,3.11,overcast clouds
540,Fukue,JP,32.6881,128.8419,68.36,37,40,6.91,scattered clouds
541,Prince Rupert,CA,54.3161,-130.3201,46.09,83,20,10.36,few clouds
542,Ojinaga,MX,29.5667,-104.4167,58.15,41,0,5.75,clear sky
543,Pio Xii,BR,-3.8325,-45.1525,74.23,96,99,2.73,light rain
544,Jiehu,CN,35.5428,118.455,61.65,50,100,7.56,overcast clouds
545,Norman,US,35.2226,-97.4395,54.43,71,0,0.0,clear sky
546,Kargasok,RU,59.0556,80.8572,32.74,87,100,10.07,overcast clouds
547,Aljezur,PT,37.3191,-8.8033,67.23,94,100,6.53,overcast clouds
548,Valparaiso,CL,-33.0393,-71.6273,51.44,93,40,2.3,scattered clouds
549,Novopokrovka,UA,49.8425,36.5477,50.79,97,100,13.87,moderate rain
550,Muros,ES,42.7762,-9.0603,65.08,83,92,19.44,overcast clouds
551,Jiangkou,CN,25.4872,119.1986,75.58,56,55,15.43,broken clouds
552,Moerai,PF,-22.4333,-151.3333,74.21,79,34,16.67,scattered clouds
553,Arica,CL,-18.475,-70.3042,62.83,72,100,3.44,overcast clouds
554,Honiara,SB,-9.4333,159.95,85.68,71,62,6.24,broken clouds
555,Krasnoselkup,RU,65.7,82.4667,23.86,95,100,15.64,light snow
556,Tucumcari,US,35.1717,-103.725,49.14,41,0,4.72,clear sky
557,Reconquista,AR,-29.15,-59.65,73.71,49,73,11.56,broken clouds
558,Varese,IT,45.8291,8.8219,60.46,94,55,4.0,broken clouds
559,Marfino,RU,55.7028,37.3822,31.08,86,0,8.95,clear sky
560,Khandbari,NP,27.3747,87.2039,70.47,74,79,2.95,broken clouds
561,Miri,MY,4.4148,114.0089,87.94,66,40,8.05,scattered clouds
562,Illela,NG,13.7292,5.2975,79.02,25,13,9.42,few clouds
563,Shingu,JP,33.7333,135.9833,64.15,45,0,4.92,clear sky
564,Katherine,AU,-14.4667,132.2667,98.92,36,40,8.05,scattered clouds
565,Arinos,BR,-15.9169,-46.1056,73.24,50,21,1.1,few clouds
566,Sabang,ID,5.8933,95.3214,81.81,76,99,10.69,overcast clouds
567,Dalbandin,PK,28.8947,64.4101,76.15,16,1,3.98,clear sky
568,Jacareacanga,BR,-6.2222,-57.7528,72.37,99,98,1.36,overcast clouds
569,Trapani,IT,37.8333,12.6667,72.9,88,0,3.44,clear sky
570,Black Diamond,US,47.3087,-122.0032,46.47,85,100,5.99,moderate rain
571,Rorvik,NO,64.8621,11.2373,46.51,93,100,6.91,overcast clouds
572,Celestun,MX,20.8667,-90.4,80.15,82,38,7.67,scattered clouds
573,Mbigou,GA,-1.9005,11.906,68.9,99,100,2.73,overcast clouds
574,Littleton,US,39.6133,-105.0166,50.43,40,100,10.36,overcast clouds
575,Huangmei,CN,30.1924,116.025,63.07,61,100,8.86,overcast clouds
576,Nome,US,64.5011,-165.4064,30.27,65,20,23.02,few clouds
577,Sayat,TM,38.7839,63.8803,53.47,59,48,8.14,scattered clouds
578,Ambon,ID,-3.6954,128.1814,89.74,66,40,8.05,scattered clouds
579,Cinco Esquinas,CR,10.1037,-84.1678,63.73,88,75,2.3,mist
580,Tocopilla,CL,-22.092,-70.1979,60.13,73,15,6.64,few clouds
581,Nabire,ID,-3.3667,135.4833,85.84,67,97,4.65,overcast clouds
582,Ingham,US,42.6,-84.3833,62.55,91,100,5.75,light intensity drizzle
583,Gonzales,US,30.2385,-90.9201,60.78,78,0,1.01,clear sky
584,Cravo Norte,CO,6.3017,-70.2041,78.71,78,100,1.21,overcast clouds
585,Namie,JP,37.4833,141.0,60.71,58,97,18.37,overcast clouds
586,Beaufort,MY,5.3473,115.7455,88.52,58,99,4.94,overcast clouds
587,Arona,ES,28.0996,-16.681,70.92,85,20,3.44,few clouds
588,Ridgecrest,US,35.6225,-117.6709,63.43,17,0,0.0,clear sky
589,Bucerias,MX,20.75,-105.3333,82.38,78,75,0.0,broken clouds
590,Skjervoy,NO,70.0311,20.9714,30.2,54,100,3.76,overcast clouds
591,Araxa,BR,-19.5933,-46.9406,66.16,82,0,3.44,clear sky
592,Morondava,MG,-20.2833,44.2833,77.05,73,77,4.07,broken clouds
593,Ambunti,PG,-4.2365,142.8448,90.36,55,100,0.89,overcast clouds
594,Port-Gentil,GA,-0.7193,8.7815,78.98,84,100,6.35,light rain
595,Coolum Beach,AU,-26.5333,153.1,92.34,71,0,4.97,clear sky
596,Tire,TR,38.0888,27.7351,48.94,34,0,4.7,clear sky
597,Araguaina,BR,-7.1911,-48.2072,73.02,94,100,3.87,overcast clouds
598,Abu Samrah,SY,35.3029,37.1841,70.61,42,98,5.82,overcast clouds
599,Panaba,MX,21.2833,-88.2667,78.28,78,93,7.81,overcast clouds
600,Sakaiminato,JP,35.55,133.2333,66.18,55,40,12.66,scattered clouds
601,Aksarka,RU,66.5606,67.7975,20.66,86,97,6.73,overcast clouds
602,Santa Marta De Tormes,ES,40.9506,-5.6272,57.22,74,40,5.75,scattered clouds
603,Petatlan,MX,17.5167,-101.2667,78.73,91,98,2.82,overcast clouds
604,Lapua,FI,62.9693,23.0088,38.1,98,100,3.94,overcast clouds
605,Sobolevo,RU,54.4299,31.8996,43.77,96,100,6.33,overcast clouds
606,Aripuana,BR,-9.1667,-60.6333,71.31,99,95,0.72,moderate rain
607,Guerrero Negro,MX,27.9769,-114.0611,67.93,58,0,12.82,clear sky
608,Sibanicu,CU,21.235,-77.5264,70.25,89,30,3.87,light rain
609,Rosario,AR,-32.9468,-60.6393,75.11,49,100,17.27,thunderstorm
610,Tondela,PT,40.5167,-8.0833,59.58,90,1,3.24,clear sky
611,Maningrida,AU,-12.0667,134.2667,92.77,48,32,12.01,scattered clouds
612,Adwa,ET,14.1646,38.8955,63.99,61,19,3.2,few clouds
613,Stornoway,GB,58.2093,-6.3865,55.36,86,100,13.8,moderate rain
614,Vao,NC,-22.6667,167.4833,71.44,81,100,16.28,overcast clouds
615,Menzelinsk,RU,55.7271,53.1026,29.52,90,31,9.33,scattered clouds
616,Przasnysz,PL,53.0191,20.8803,53.38,94,40,7.34,scattered clouds
617,Kangaatsiaq,GL,68.3065,-53.4641,27.0,75,100,8.52,overcast clouds
618,Acapulco,MX,16.8634,-99.8901,82.22,83,75,9.22,light rain
619,Shetpe,KZ,44.1667,52.1167,47.14,66,93,8.72,overcast clouds
620,Baddomalhi,PK,31.9928,74.6683,75.18,39,0,5.12,clear sky
621,Gairo,IT,39.8497,9.5047,61.81,27,63,4.07,broken clouds
622,Margate,GB,51.3813,1.3862,61.9,86,75,5.99,broken clouds
623,Latehar,IN,23.75,84.5,77.36,51,1,1.81,clear sky
624,Tabas,IR,33.5959,56.9244,70.52,33,22,0.54,few clouds
625,Ishinomaki,JP,38.4167,141.3,59.0,50,93,15.26,overcast clouds
626,Great Falls,US,47.5002,-111.3008,40.15,62,0,14.97,clear sky
627,Gorom-Gorom,BF,14.4439,-0.2361,82.53,22,8,8.43,clear sky
628,Innisfail,AU,-17.5333,146.0333,88.66,58,4,12.12,clear sky
629,Awbari,LY,26.5921,12.7805,63.36,39,0,6.08,clear sky
630,Marzuq,YE,14.4,46.4667,70.11,40,6,1.12,clear sky
631,Cleburne,US,32.3476,-97.3867,58.57,64,0,0.0,clear sky
632,Morant Bay,JM,17.8815,-76.4093,78.42,83,14,4.18,few clouds
633,Zakupne,UA,49.1194,26.3376,47.62,95,42,9.55,scattered clouds
634,Alexandria,EG,31.2156,29.9553,72.14,66,0,9.66,clear sky
635,Ostrov,RU,57.3439,28.3537,49.73,97,100,5.61,overcast clouds
636,Bol,TD,13.4586,14.7147,78.8,38,9,16.42,clear sky
637,Verkhnyaya Inta,RU,65.9811,60.3094,23.38,96,96,13.27,light snow
638,Lalmohan,BD,22.3384,90.7419,80.13,70,0,9.26,clear sky
639,Zhigansk,RU,66.7697,123.3711,10.31,94,21,8.28,few clouds
640,Ngorongoro,TZ,-3.2397,35.4875,50.9,87,96,4.88,overcast clouds
641,Okhotsk,RU,59.3833,143.3,28.58,52,26,9.35,scattered clouds
642,Kailua,US,21.4022,-157.7394,82.38,85,35,5.01,light rain
643,Voh,NC,-20.9667,164.7,79.99,70,14,5.06,few clouds
644,Navalcarnero,ES,40.2891,-4.012,63.23,83,100,1.61,overcast clouds
645,Juazeiro,BR,-9.4117,-40.4986,73.58,100,100,4.61,overcast clouds
646,Magomeni,TZ,-6.8,39.25,76.55,78,88,6.42,light rain
647,Isiolo,KE,0.3546,37.5822,68.76,74,50,5.64,scattered clouds
648,Xilitla,MX,21.3333,-98.9667,63.48,76,100,1.39,overcast clouds
649,Betare Oya,CM,5.6,14.0833,64.33,94,62,3.33,broken clouds
650,Mayumba,GA,-3.432,10.6554,76.03,90,100,2.71,moderate rain
651,Ibra,OM,22.6906,58.5334,79.95,30,1,2.71,clear sky
652,Dunedin,NZ,-45.8742,170.5036,51.8,86,100,8.01,light rain
653,Douentza,ML,14.9951,-2.9517,80.69,20,61,3.89,broken clouds
654,Trinidad,BO,-14.8333,-64.9,77.92,82,86,6.24,overcast clouds
655,Blackwater,AU,-23.5833,148.8833,90.03,24,69,8.32,broken clouds
656,Aksay,RU,47.26,39.87,50.25,83,91,5.01,overcast clouds
657,Kirakira,SB,-10.4544,161.9205,84.96,71,30,3.24,scattered clouds
658,Grenfell,AU,-33.9,148.1667,67.59,70,67,16.8,broken clouds
659,Ekibastuz,KZ,51.6667,75.3667,41.18,22,100,8.9,overcast clouds
660,Sept-Iles,CA,50.2001,-66.3821,48.72,98,100,2.3,mist
661,Hazorasp,UZ,41.3194,61.0742,48.04,61,5,13.96,clear sky
662,Maicao,CO,11.3832,-72.2432,75.67,90,100,5.17,overcast clouds
663,Kavieng,PG,-2.5744,150.7967,84.65,70,99,6.08,overcast clouds
664,Sabya,SA,17.1495,42.6254,83.82,69,1,4.59,clear sky
665,Araouane,ML,18.9048,-3.5265,76.5,17,12,10.8,few clouds
666,Henties Bay,NA,-22.116,14.2845,56.82,96,57,1.77,broken clouds
667,Malakal,SS,9.5334,31.6605,70.86,77,67,6.17,broken clouds
668,Vavatenina,MG,-17.4667,49.2,69.33,85,55,1.32,broken clouds
669,Oksfjord,NO,70.2396,22.3479,33.98,68,100,2.62,overcast clouds
670,Kichmengskiy Gorodok,RU,59.9816,45.7854,27.16,95,8,3.36,clear sky
671,Wageningen,NL,51.9667,5.6667,54.34,91,100,9.22,overcast clouds
672,Challapata,BO,-18.9,-66.7667,48.13,15,0,2.3,clear sky
673,Meulaboh,ID,4.1363,96.1285,80.33,81,100,3.15,overcast clouds
674,Barentu,ER,15.1139,37.5928,74.08,67,21,1.3,few clouds
675,Seydi,TM,39.4816,62.9137,58.1,49,15,9.51,few clouds
676,Saint-Ambroise,CA,48.5501,-71.3324,53.58,95,66,3.76,broken clouds
677,Banepa,NP,27.6298,85.5214,66.52,60,20,2.3,few clouds
678,Dovolnoye,RU,54.4958,79.6671,34.57,45,100,9.19,overcast clouds
679,Allapalli,IN,19.4167,80.0667,76.78,56,0,1.81,clear sky
680,Lingyuan,CN,41.24,119.4011,57.72,47,95,11.72,moderate rain
681,Amuntai,ID,-2.4177,115.2494,83.21,82,98,2.84,overcast clouds
682,Evanston,US,42.0411,-87.6901,48.96,91,100,13.8,overcast clouds
683,Drayton Valley,CA,53.2168,-114.9854,28.78,58,30,4.81,scattered clouds
684,Itaquyry,PY,-24.9333,-55.2167,68.5,77,0,4.99,clear sky
685,Rancho Veloz,CU,22.8806,-80.3917,74.01,77,4,5.79,heavy intensity rain
686,Baykit,RU,61.67,96.37,32.88,66,100,10.98,overcast clouds
687,Stanger,ZA,-29.3282,31.2895,66.09,84,100,10.87,overcast clouds
688,Kirsanov,RU,52.6549,42.7224,30.79,87,48,6.98,scattered clouds
689,Riverton,US,40.5219,-111.9391,44.2,74,0,8.01,clear sky
690,Kautokeino,NO,69.0125,23.0412,26.98,85,100,3.02,overcast clouds
691,Oranjemund,NA,-28.55,16.4333,56.03,93,21,10.27,few clouds
692,Kawalu,ID,-7.3817,108.2082,76.35,83,100,3.24,light rain
693,Roberval,CA,48.5168,-72.2324,59.63,94,75,3.44,broken clouds
694,Port Macquarie,AU,-31.4333,152.9167,86.9,50,5,5.03,clear sky
